product_code,nav_date,nav,benchmark_nav,nav_evidence_id
WP0003,2024-07-19,0.978079,0.982803,ev_weekly_nav_WP0003_20240719
WP0003,2024-07-26,0.984622,0.986818,ev_weekly_nav_WP0003_20240726
WP0003,2024-08-02,0.993764,0.997044,ev_weekly_nav_WP0003_20240802
WP0003,2024-08-09,1.013414,0.996153,ev_weekly_nav_WP0003_20240809
WP0003,2024-08-16,1.014069,0.997277,ev_weekly_nav_WP0003_20240816
WP0003,2024-08-23,1.024243,1.012651,ev_weekly_nav_WP0003_20240823
WP0003,2024-08-30,1.020805,1.015678,ev_weekly_nav_WP0003_20240830
WP0003,2024-09-06,1.026588,1.016712,ev_weekly_nav_WP0003_20240906
WP0003,2024-09-13,1.058802,1.027421,ev_weekly_nav_WP0003_20240913
WP0003,2024-09-20,1.050654,1.028165,ev_weekly_nav_WP0003_20240920
WP0003,2024-09-27,1.050692,1.034493,ev_weekly_nav_WP0003_20240927
WP0003,2024-10-04,1.0514,1.024264,ev_weekly_nav_WP0003_20241004
WP0003,2024-10-11,1.043118,1.040272,ev_weekly_nav_WP0003_20241011
WP0003,2024-10-18,1.039945,1.032547,ev_weekly_nav_WP0003_20241018
WP0003,2024-10-25,1.052492,1.030132,ev_weekly_nav_WP0003_20241025
WP0003,2024-11-01,1.054848,1.033395,ev_weekly_nav_WP0003_20241101
WP0003,2024-11-08,1.039056,1.023139,ev_weekly_nav_WP0003_20241108
WP0003,2024-11-15,1.024186,1.010112,ev_weekly_nav_WP0003_20241115
WP0003,2024-11-22,1.026852,0.995921,ev_weekly_nav_WP0003_20241122
WP0003,2024-11-29,1.025398,1.008446,ev_weekly_nav_WP0003_20241129
WP0003,2024-12-06,1.029113,1.004759,ev_weekly_nav_WP0003_20241206
WP0003,2024-12-13,1.047153,1.012307,ev_weekly_nav_WP0003_20241213
WP0003,2024-12-20,1.041713,1.026125,ev_weekly_nav_WP0003_20241220
WP0003,2024-12-27,1.038072,1.031833,ev_weekly_nav_WP0003_20241227
WP0003,2025-01-03,1.03581,1.053793,ev_weekly_nav_WP0003_20250103
WP0003,2025-01-10,1.023182,1.067976,ev_weekly_nav_WP0003_20250110
WP0003,2025-01-17,1.044265,1.070351,ev_weekly_nav_WP0003_20250117
WP0003,2025-01-24,1.053012,1.052528,ev_weekly_nav_WP0003_20250124
WP0003,2025-01-31,1.024462,1.039675,ev_weekly_nav_WP0003_20250131
WP0003,2025-02-07,1.029175,1.047717,ev_weekly_nav_WP0003_20250207
WP0003,2025-02-14,1.0458,1.044073,ev_weekly_nav_WP0003_20250214
WP0003,2025-02-21,1.041225,1.048717,ev_weekly_nav_WP0003_20250221
WP0003,2025-02-28,1.069478,1.050429,ev_weekly_nav_WP0003_20250228
WP0003,2025-03-07,1.081166,1.055922,ev_weekly_nav_WP0003_20250307
WP0003,2025-03-14,1.077678,1.038569,ev_weekly_nav_WP0003_20250314
WP0003,2025-03-21,1.065787,1.036967,ev_weekly_nav_WP0003_20250321
WP0003,2025-03-28,1.073364,1.042976,ev_weekly_nav_WP0003_20250328
WP0003,2025-04-04,1.069682,1.047445,ev_weekly_nav_WP0003_20250404
WP0004,2024-03-01,1.00444,1.0,ev_weekly_nav_WP0004_20240301
WP0004,2024-03-08,0.994144,0.992214,ev_weekly_nav_WP0004_20240308
WP0004,2024-03-15,0.991937,1.007822,ev_weekly_nav_WP0004_20240315
WP0004,2024-03-22,0.967717,1.003785,ev_weekly_nav_WP0004_20240322
WP0004,2024-03-29,0.982051,0.986583,ev_weekly_nav_WP0004_20240329
WP0004,2024-04-05,0.97622,0.977172,ev_weekly_nav_WP0004_20240405
WP0004,2024-04-12,0.95387,0.988303,ev_weekly_nav_WP0004_20240412
WP0004,2024-04-19,0.953398,0.982399,ev_weekly_nav_WP0004_20240419
WP0004,2024-04-26,0.97326,0.970265,ev_weekly_nav_WP0004_20240426
WP0004,2024-05-03,0.980208,0.972313,ev_weekly_nav_WP0004_20240503
WP0004,2024-05-10,0.981557,0.973492,ev_weekly_nav_WP0004_20240510
WP0004,2024-05-17,0.967029,0.96445,ev_weekly_nav_WP0004_20240517
WP0004,2024-05-24,0.960593,0.976177,ev_weekly_nav_WP0004_20240524
WP0004,2024-05-31,0.977985,0.989437,ev_weekly_nav_WP0004_20240531
WP0004,2024-06-07,0.974026,0.992422,ev_weekly_nav_WP0004_20240607
WP0004,2024-06-14,0.973197,1.004878,ev_weekly_nav_WP0004_20240614
WP0004,2024-06-21,0.966453,1.006379,ev_weekly_nav_WP0004_20240621
WP0004,2024-06-28,0.967474,1.003775,ev_weekly_nav_WP0004_20240628
WP0004,2024-07-05,0.953372,1.000229,ev_weekly_nav_WP0004_20240705
WP0004,2024-07-12,0.969909,1.017529,ev_weekly_nav_WP0004_20240712
WP0004,2024-07-19,0.970579,1.033695,ev_weekly_nav_WP0004_20240719
WP0004,2024-07-26,0.97477,1.04185,ev_weekly_nav_WP0004_20240726
WP0004,2024-08-02,0.993651,1.042998,ev_weekly_nav_WP0004_20240802
WP0004,2024-08-09,1.007394,1.049491,ev_weekly_nav_WP0004_20240809
WP0004,2024-08-16,0.990527,1.054127,ev_weekly_nav_WP0004_20240816
WP0004,2024-08-23,0.986315,1.05537,ev_weekly_nav_WP0004_20240823
WP0004,2024-08-30,0.984333,1.069822,ev_weekly_nav_WP0004_20240830
WP0004,2024-09-06,1.02102,1.042463,ev_weekly_nav_WP0004_20240906
WP0004,2024-09-13,1.014444,1.044219,ev_weekly_nav_WP0004_20240913
WP0004,2024-09-20,1.004897,1.055643,ev_weekly_nav_WP0004_20240920
WP0004,2024-09-27,1.030119,1.044048,ev_weekly_nav_WP0004_20240927
WP0004,2024-10-04,1.039875,1.046537,ev_weekly_nav_WP0004_20241004
WP0004,2024-10-11,1.016493,1.046312,ev_weekly_nav_WP0004_20241011
WP0004,2024-10-18,1.018117,1.04366,ev_weekly_nav_WP0004_20241018
WP0004,2024-10-25,1.022584,1.040209,ev_weekly_nav_WP0004_20241025
WP0004,2024-11-01,1.015808,1.036648,ev_weekly_nav_WP0004_20241101
WP0004,2024-11-08,1.03819,1.019669,ev_weekly_nav_WP0004_20241108
WP0004,2024-11-15,1.054517,1.011511,ev_weekly_nav_WP0004_20241115
WP0004,2024-11-22,1.05069,1.009581,ev_weekly_nav_WP0004_20241122
WP0004,2024-11-29,1.04304,1.024211,ev_weekly_nav_WP0004_20241129
WP0004,2024-12-06,1.066858,1.012919,ev_weekly_nav_WP0004_20241206
WP0004,2024-12-13,1.065006,1.016407,ev_weekly_nav_WP0004_20241213
WP0004,2024-12-20,1.070991,1.019383,ev_weekly_nav_WP0004_20241220
WP0004,2024-12-27,1.061684,1.001268,ev_weekly_nav_WP0004_20241227
WP0004,2025-01-03,1.046378,1.01184,ev_weekly_nav_WP0004_20250103
WP0004,2025-01-10,1.033981,1.012951,ev_weekly_nav_WP0004_20250110
WP0004,2025-01-17,1.059719,1.012792,ev_weekly_nav_WP0004_20250117
WP0004,2025-01-24,1.06554,1.021904,ev_weekly_nav_WP0004_20250124
WP0004,2025-01-31,1.064639,1.033301,ev_weekly_nav_WP0004_20250131
WP0004,2025-02-07,1.086837,1.035768,ev_weekly_nav_WP0004_20250207
WP0004,2025-02-14,1.109083,1.047866,ev_weekly_nav_WP0004_20250214
WP0004,2025-02-21,1.09168,1.050181,ev_weekly_nav_WP0004_20250221
WP0004,2025-02-28,1.09182,1.067518,ev_weekly_nav_WP0004_20250228
WP0004,2025-03-07,1.071361,1.05027,ev_weekly_nav_WP0004_20250307
WP0004,2025-03-14,1.070761,1.045555,ev_weekly_nav_WP0004_20250314
WP0004,2025-03-21,1.041501,1.048955,ev_weekly_nav_WP0004_20250321
WP0004,2025-03-28,1.033461,1.060189,ev_weekly_nav_WP0004_20250328
WP0004,2025-04-04,1.040419,1.073468,ev_weekly_nav_WP0004_20250404
WP0005,2024-03-01,1.00464,1.0,ev_weekly_nav_WP0005_20240301
WP0005,2024-03-08,1.019745,1.003062,ev_weekly_nav_WP0005_20240308
WP0005,2024-03-15,1.030836,1.003715,ev_weekly_nav_WP0005_20240315
WP0005,2024-03-22,1.047962,1.005839,ev_weekly_nav_WP0005_20240322
WP0005,2024-03-29,1.050752,1.006724,ev_weekly_nav_WP0005_20240329
WP0005,2024-04-05,1.060442,1.0111,ev_weekly_nav_WP0005_20240405
WP0005,2024-04-12,1.05833,1.015155,ev_weekly_nav_WP0005_20240412
WP0005,2024-04-19,1.054691,1.002806,ev_weekly_nav_WP0005_20240419
WP0005,2024-04-26,1.061484,1.016967,ev_weekly_nav_WP0005_20240426
WP0005,2024-05-03,1.080239,1.020699,ev_weekly_nav_WP0005_20240503
WP0005,2024-05-10,1.090285,1.035104,ev_weekly_nav_WP0005_20240510
WP0005,2024-05-17,1.04904,1.014512,ev_weekly_nav_WP0005_20240517
WP0005,2024-05-24,1.048299,1.010885,ev_weekly_nav_WP0005_20240524
WP0005,2024-05-31,1.021348,1.013659,ev_weekly_nav_WP0005_20240531
WP0005,2024-06-07,1.028502,1.023896,ev_weekly_nav_WP0005_20240607
WP0005,2024-06-14,1.021773,1.013313,ev_weekly_nav_WP0005_20240614
WP0005,2024-06-21,1.014395,1.001336,ev_weekly_nav_WP0005_20240621
WP0005,2024-06-28,1.011726,1.001303,ev_weekly_nav_WP0005_20240628
WP0005,2024-07-05,1.002674,0.992415,ev_weekly_nav_WP0005_20240705
WP0005,2024-07-12,0.990577,0.981685,ev_weekly_nav_WP0005_20240712
WP0005,2024-07-19,0.981481,0.997864,ev_weekly_nav_WP0005_20240719
WP0005,2024-07-26,0.989372,0.979232,ev_weekly_nav_WP0005_20240726
WP0005,2024-08-02,1.013527,0.983463,ev_weekly_nav_WP0005_20240802
WP0005,2024-08-09,1.030192,0.977053,ev_weekly_nav_WP0005_20240809
WP0005,2024-08-16,1.024643,0.972218,ev_weekly_nav_WP0005_20240816
WP0005,2024-08-23,1.035202,0.968137,ev_weekly_nav_WP0005_20240823
WP0005,2024-08-30,1.048785,0.9822,ev_weekly_nav_WP0005_20240830
WP0005,2024-09-06,1.05786,0.970553,ev_weekly_nav_WP0005_20240906
WP0005,2024-09-13,1.033283,0.956895,ev_weekly_nav_WP0005_20240913
WP0005,2024-09-20,1.017644,0.969379,ev_weekly_nav_WP0005_20240920
WP0005,2024-09-27,1.004509,0.973281,ev_weekly_nav_WP0005_20240927
WP0005,2024-10-04,1.019666,0.971162,ev_weekly_nav_WP0005_20241004
WP0005,2024-10-11,1.03295,0.962778,ev_weekly_nav_WP0005_20241011
WP0005,2024-10-18,1.050268,0.971177,ev_weekly_nav_WP0005_20241018
WP0005,2024-10-25,1.058364,0.968675,ev_weekly_nav_WP0005_20241025
WP0005,2024-11-01,1.067305,0.954441,ev_weekly_nav_WP0005_20241101
WP0005,2024-11-08,1.081589,0.95424,ev_weekly_nav_WP0005_20241108
WP0005,2024-11-15,1.087844,0.961528,ev_weekly_nav_WP0005_20241115
WP0005,2024-11-22,1.10038,0.962999,ev_weekly_nav_WP0005_20241122
WP0005,2024-11-29,1.052003,0.955469,ev_weekly_nav_WP0005_20241129
WP0005,2024-12-06,1.072868,0.958973,ev_weekly_nav_WP0005_20241206
WP0005,2024-12-13,1.061506,0.942175,ev_weekly_nav_WP0005_20241213
WP0005,2024-12-20,1.061041,0.951789,ev_weekly_nav_WP0005_20241220
WP0005,2024-12-27,1.069097,0.956414,ev_weekly_nav_WP0005_20241227
WP0005,2025-01-03,1.076986,0.964658,ev_weekly_nav_WP0005_20250103
WP0005,2025-01-10,1.100191,0.961035,ev_weekly_nav_WP0005_20250110
WP0005,2025-01-17,1.114485,0.959338,ev_weekly_nav_WP0005_20250117
WP0005,2025-01-24,1.116577,0.958163,ev_weekly_nav_WP0005_20250124
WP0005,2025-01-31,1.092515,0.950678,ev_weekly_nav_WP0005_20250131
WP0005,2025-02-07,1.071822,0.948505,ev_weekly_nav_WP0005_20250207
WP0005,2025-02-14,1.099095,0.957018,ev_weekly_nav_WP0005_20250214
WP0005,2025-02-21,1.096296,0.965087,ev_weekly_nav_WP0005_20250221
WP0005,2025-02-28,1.106263,0.966059,ev_weekly_nav_WP0005_20250228
WP0005,2025-03-07,1.109591,0.958961,ev_weekly_nav_WP0005_20250307
WP0005,2025-03-14,1.116343,0.9733,ev_weekly_nav_WP0005_20250314
WP0005,2025-03-21,1.10672,0.980156,ev_weekly_nav_WP0005_20250321
WP0005,2025-03-28,1.128783,0.981112,ev_weekly_nav_WP0005_20250328
WP0005,2025-04-04,1.123774,0.978272,ev_weekly_nav_WP0005_20250404
WP0006,2024-03-01,1.003985,1.0,ev_weekly_nav_WP0006_20240301
WP0006,2024-03-08,1.004359,1.000648,ev_weekly_nav_WP0006_20240308
WP0006,2024-03-15,1.004618,1.000745,ev_weekly_nav_WP0006_20240315
WP0006,2024-03-22,1.004465,1.000799,ev_weekly_nav_WP0006_20240322
WP0006,2024-03-29,1.004516,1.000694,ev_weekly_nav_WP0006_20240329
WP0006,2024-04-05,1.004816,1.001195,ev_weekly_nav_WP0006_20240405
WP0006,2024-04-12,1.004818,1.001172,ev_weekly_nav_WP0006_20240412
WP0006,2024-04-19,1.005376,1.00169,ev_weekly_nav_WP0006_20240419
WP0006,2024-04-26,1.006612,1.00149,ev_weekly_nav_WP0006_20240426
WP0006,2024-05-03,1.00686,1.001581,ev_weekly_nav_WP0006_20240503
WP0006,2024-05-10,1.006449,1.002089,ev_weekly_nav_WP0006_20240510
WP0006,2024-05-17,1.006242,1.002787,ev_weekly_nav_WP0006_20240517
WP0006,2024-05-24,1.006976,1.003464,ev_weekly_nav_WP0006_20240524
WP0006,2024-05-31,1.007818,1.003475,ev_weekly_nav_WP0006_20240531
WP0006,2024-06-07,1.008279,1.003267,ev_weekly_nav_WP0006_20240607
WP0006,2024-06-14,1.008454,1.003965,ev_weekly_nav_WP0006_20240614
WP0006,2024-06-21,1.007716,1.004144,ev_weekly_nav_WP0006_20240621
WP0006,2024-06-28,1.008143,1.004039,ev_weekly_nav_WP0006_20240628
WP0006,2024-07-05,1.008347,1.005291,ev_weekly_nav_WP0006_20240705
WP0006,2024-07-12,1.007698,1.005617,ev_weekly_nav_WP0006_20240712
WP0006,2024-07-19,1.007612,1.006278,ev_weekly_nav_WP0006_20240719
WP0006,2024-07-26,1.009151,1.006829,ev_weekly_nav_WP0006_20240726
WP0006,2024-08-02,1.009343,1.006922,ev_weekly_nav_WP0006_20240802
WP0006,2024-08-09,1.010507,1.00714,ev_weekly_nav_WP0006_20240809
WP0006,2024-08-16,1.011052,1.007904,ev_weekly_nav_WP0006_20240816
WP0006,2024-08-23,1.010835,1.007913,ev_weekly_nav_WP0006_20240823
WP0006,2024-08-30,1.011242,1.008743,ev_weekly_nav_WP0006_20240830
WP0006,2024-09-06,1.011359,1.00861,ev_weekly_nav_WP0006_20240906
WP0006,2024-09-13,1.011878,1.008404,ev_weekly_nav_WP0006_20240913
WP0006,2024-09-20,1.012039,1.009004,ev_weekly_nav_WP0006_20240920
WP0006,2024-09-27,1.012527,1.008841,ev_weekly_nav_WP0006_20240927
WP0006,2024-10-04,1.012482,1.009545,ev_weekly_nav_WP0006_20241004
WP0006,2024-10-11,1.012346,1.009248,ev_weekly_nav_WP0006_20241011
WP0006,2024-10-18,1.01231,1.01001,ev_weekly_nav_WP0006_20241018
WP0006,2024-10-25,1.012958,1.010898,ev_weekly_nav_WP0006_20241025
WP0006,2024-11-01,1.013522,1.011385,ev_weekly_nav_WP0006_20241101
WP0006,2024-11-08,1.014325,1.011802,ev_weekly_nav_WP0006_20241108
WP0006,2024-11-15,1.014177,1.012001,ev_weekly_nav_WP0006_20241115
WP0006,2024-11-22,1.015208,1.012241,ev_weekly_nav_WP0006_20241122
WP0006,2024-11-29,1.015956,1.01277,ev_weekly_nav_WP0006_20241129
WP0006,2024-12-06,1.016095,1.012465,ev_weekly_nav_WP0006_20241206
WP0006,2024-12-13,1.016415,1.011736,ev_weekly_nav_WP0006_20241213
WP0006,2024-12-20,1.018005,1.012177,ev_weekly_nav_WP0006_20241220
WP0006,2024-12-27,1.017413,1.011984,ev_weekly_nav_WP0006_20241227
WP0006,2025-01-03,1.017896,1.011407,ev_weekly_nav_WP0006_20250103
WP0006,2025-01-10,1.01837,1.01141,ev_weekly_nav_WP0006_20250110
WP0006,2025-01-17,1.019048,1.01187,ev_weekly_nav_WP0006_20250117
WP0006,2025-01-24,1.019062,1.011975,ev_weekly_nav_WP0006_20250124
WP0006,2025-01-31,1.018534,1.012438,ev_weekly_nav_WP0006_20250131
WP0006,2025-02-07,1.017516,1.012773,ev_weekly_nav_WP0006_20250207
