product_id,date,nav,benchmark_nav,evidence_id
SP0001,2024-10-11,1.005492,0.999209,ev_product_nav_SP0001_27
SP0001,2024-10-18,1.0052,0.996609,ev_product_nav_SP0001_28
SP0001,2024-10-25,1.004988,1.002527,ev_product_nav_SP0001_29
SP0001,2024-11-01,1.005568,0.996918,ev_product_nav_SP0001_30
SP0001,2024-11-08,1.006491,0.99486,ev_product_nav_SP0001_31
SP0001,2024-11-15,1.006535,0.991543,ev_product_nav_SP0001_32
SP0001,2024-11-22,1.006635,0.995731,ev_product_nav_SP0001_33
SP0001,2024-11-29,1.006682,0.994363,ev_product_nav_SP0001_34
SP0001,2024-12-06,1.007017,0.989669,ev_product_nav_SP0001_35
SP0001,2024-12-13,1.006377,0.991154,ev_product_nav_SP0001_36
SP0001,2024-12-20,1.005804,0.992582,ev_product_nav_SP0001_37
SP0001,2024-12-27,1.006205,0.991347,ev_product_nav_SP0001_38
SP0001,2025-01-03,1.006528,0.994546,ev_product_nav_SP0001_39
SP0002,2024-04-19,1.005741,1.0,ev_product_nav_SP0002_01
SP0002,2024-04-26,1.003956,1.001194,ev_product_nav_SP0002_02
SP0002,2024-05-03,1.007178,0.997761,ev_product_nav_SP0002_03
SP0002,2024-05-10,1.00844,0.99908,ev_product_nav_SP0002_04
SP0002,2024-05-17,1.009489,0.997606,ev_product_nav_SP0002_05
SP0002,2024-05-24,1.011412,0.99976,ev_product_nav_SP0002_06
SP0002,2024-05-31,1.011798,1.005134,ev_product_nav_SP0002_07
SP0002,2024-06-07,1.01484,1.004907,ev_product_nav_SP0002_08
SP0002,2024-06-14,1.015553,1.004367,ev_product_nav_SP0002_09
SP0002,2024-06-21,1.01908,1.005019,ev_product_nav_SP0002_10
SP0002,2024-06-28,1.019981,1.010611,ev_product_nav_SP0002_11
SP0002,2024-07-05,1.025536,1.009661,ev_product_nav_SP0002_12
SP0002,2024-07-12,1.026224,1.008888,ev_product_nav_SP0002_13
SP0002,2024-07-19,1.026161,1.009893,ev_product_nav_SP0002_14
SP0002,2024-07-26,1.026753,1.015339,ev_product_nav_SP0002_15
SP0002,2024-08-02,1.030767,1.011104,ev_product_nav_SP0002_16
SP0002,2024-08-09,1.031831,1.017432,ev_product_nav_SP0002_17
SP0002,2024-08-16,1.035085,1.015676,ev_product_nav_SP0002_18
SP0002,2024-08-23,1.038079,1.014513,ev_product_nav_SP0002_19
SP0002,2024-08-30,1.03944,1.012983,ev_product_nav_SP0002_20
SP0002,2024-09-06,1.04369,1.016592,ev_product_nav_SP0002_21
SP0002,2024-09-13,1.046216,1.011758,ev_product_nav_SP0002_22
SP0002,2024-09-20,1.02517,1.003514,ev_product_nav_SP0002_23
SP0002,2024-09-27,1.024092,1.001748,ev_product_nav_SP0002_24
SP0002,2024-10-04,1.028805,1.003102,ev_product_nav_SP0002_25
SP0002,2024-10-11,1.029726,1.006244,ev_product_nav_SP0002_26
SP0002,2024-10-18,1.017928,1.003444,ev_product_nav_SP0002_27
SP0002,2024-10-25,1.018437,1.001276,ev_product_nav_SP0002_28
SP0002,2024-11-01,1.017865,1.003469,ev_product_nav_SP0002_29
SP0002,2024-11-08,1.017542,1.004871,ev_product_nav_SP0002_30
SP0002,2024-11-15,1.02052,1.003344,ev_product_nav_SP0002_31
SP0002,2024-11-22,0.990213,0.990247,ev_product_nav_SP0002_32
SP0002,2024-11-29,0.992541,0.988642,ev_product_nav_SP0002_33
SP0002,2024-12-06,0.99386,0.986362,ev_product_nav_SP0002_34
SP0002,2024-12-13,0.99463,0.987741,ev_product_nav_SP0002_35
SP0002,2024-12-20,0.995365,0.989529,ev_product_nav_SP0002_36
SP0002,2024-12-27,0.996159,0.986865,ev_product_nav_SP0002_37
SP0002,2025-01-03,1.000235,0.987437,ev_product_nav_SP0002_38
SP0003,2024-01-19,0.997625,1.0,ev_product_nav_SP0003_01
SP0003,2024-01-26,0.994525,1.00469,ev_product_nav_SP0003_02
SP0003,2024-02-02,0.990346,0.998872,ev_product_nav_SP0003_03
SP0003,2024-02-09,0.989321,1.00612,ev_product_nav_SP0003_04
SP0003,2024-02-16,0.997623,1.014983,ev_product_nav_SP0003_05
SP0003,2024-02-23,0.990541,1.012232,ev_product_nav_SP0003_06
SP0003,2024-03-01,0.993435,1.012432,ev_product_nav_SP0003_07
SP0003,2024-03-08,1.00408,1.012046,ev_product_nav_SP0003_08
SP0003,2024-03-15,1.014653,1.016168,ev_product_nav_SP0003_09
SP0003,2024-03-22,1.015821,1.016282,ev_product_nav_SP0003_10
SP0003,2024-03-29,1.018854,1.016338,ev_product_nav_SP0003_11
SP0003,2024-04-05,1.022774,1.014035,ev_product_nav_SP0003_12
SP0003,2024-04-12,1.02326,1.013362,ev_product_nav_SP0003_13
SP0003,2024-04-19,1.023706,1.013573,ev_product_nav_SP0003_14
SP0003,2024-04-26,1.017395,1.019848,ev_product_nav_SP0003_15
SP0003,2024-05-03,1.020173,1.022939,ev_product_nav_SP0003_16
SP0003,2024-05-10,1.010337,1.019597,ev_product_nav_SP0003_17
SP0003,2024-05-17,1.004385,1.019136,ev_product_nav_SP0003_18
SP0003,2024-05-24,1.006461,1.020159,ev_product_nav_SP0003_19
SP0003,2024-05-31,1.005619,1.019508,ev_product_nav_SP0003_20
SP0003,2024-06-07,1.001898,1.015644,ev_product_nav_SP0003_21
SP0003,2024-06-14,1.000611,1.016008,ev_product_nav_SP0003_22
SP0003,2024-06-21,0.99203,1.016051,ev_product_nav_SP0003_23
SP0003,2024-06-28,0.992799,1.019654,ev_product_nav_SP0003_24
SP0003,2024-07-05,0.99679,1.021071,ev_product_nav_SP0003_25
SP0003,2024-07-12,0.99978,1.019205,ev_product_nav_SP0003_26
SP0003,2024-07-19,0.997618,1.022411,ev_product_nav_SP0003_27
SP0003,2024-07-26,0.993321,1.020822,ev_product_nav_SP0003_28
SP0003,2024-08-02,0.994522,1.020591,ev_product_nav_SP0003_29
SP0003,2024-08-09,0.98752,1.017244,ev_product_nav_SP0003_30
SP0003,2024-08-16,0.988823,1.01467,ev_product_nav_SP0003_31
SP0003,2024-08-23,0.989563,1.016249,ev_product_nav_SP0003_32
SP0003,2024-08-30,0.987355,1.019927,ev_product_nav_SP0003_33
SP0003,2024-09-06,0.986386,1.019976,ev_product_nav_SP0003_34
SP0003,2024-09-13,0.980919,1.01468,ev_product_nav_SP0003_35
SP0003,2024-09-20,0.992287,1.012782,ev_product_nav_SP0003_36
SP0003,2024-09-27,0.985703,1.005969,ev_product_nav_SP0003_37
SP0003,2024-10-04,0.984228,1.009507,ev_product_nav_SP0003_38
SP0003,2024-10-11,0.98181,1.009823,ev_product_nav_SP0003_39
SP0003,2024-10-18,0.980096,1.015671,ev_product_nav_SP0003_40
SP0003,2024-10-25,0.990268,1.011381,ev_product_nav_SP0003_41
SP0003,2024-11-01,0.994028,1.014807,ev_product_nav_SP0003_42
SP0003,2024-11-08,1.003392,1.014388,ev_product_nav_SP0003_43
SP0003,2024-11-15,1.005015,1.017033,ev_product_nav_SP0003_44
SP0003,2024-11-22,1.009981,1.016836,ev_product_nav_SP0003_45
SP0003,2024-11-29,1.013647,1.014413,ev_product_nav_SP0003_46
SP0003,2024-12-06,1.012904,1.012194,ev_product_nav_SP0003_47
SP0003,2024-12-13,1.012112,1.013842,ev_product_nav_SP0003_48
SP0003,2024-12-20,1.00888,1.017605,ev_product_nav_SP0003_49
SP0003,2024-12-27,1.011044,1.018138,ev_product_nav_SP0003_50
SP0003,2025-01-03,1.010778,1.01477,ev_product_nav_SP0003_51
SP0004,2024-06-07,1.003645,1.0,ev_product_nav_SP0004_01
SP0004,2024-06-14,1.008885,0.986916,ev_product_nav_SP0004_02
SP0004,2024-06-21,1.002492,0.992875,ev_product_nav_SP0004_03
SP0004,2024-06-28,1.001969,0.997625,ev_product_nav_SP0004_04
SP0004,2024-07-05,1.008679,1.012937,ev_product_nav_SP0004_05
SP0004,2024-07-12,0.945251,0.997864,ev_product_nav_SP0004_06
SP0004,2024-07-19,0.958682,1.001446,ev_product_nav_SP0004_07
SP0004,2024-07-26,0.949104,1.026642,ev_product_nav_SP0004_08
SP0004,2024-08-02,0.933996,1.031486,ev_product_nav_SP0004_09
SP0004,2024-08-09,0.953416,1.02822,ev_product_nav_SP0004_10
SP0004,2024-08-16,0.981746,1.035479,ev_product_nav_SP0004_11
SP0004,2024-08-23,1.003587,1.035103,ev_product_nav_SP0004_12
SP0004,2024-08-30,0.999706,1.040583,ev_product_nav_SP0004_13
SP0004,2024-09-06,1.015597,1.046635,ev_product_nav_SP0004_14
SP0004,2024-09-13,1.010298,1.053813,ev_product_nav_SP0004_15
SP0004,2024-09-20,1.023474,1.055339,ev_product_nav_SP0004_16
SP0004,2024-09-27,1.020623,1.014553,ev_product_nav_SP0004_17
SP0004,2024-10-04,0.985224,1.032423,ev_product_nav_SP0004_18
SP0004,2024-10-11,0.969344,1.026708,ev_product_nav_SP0004_19
SP0004,2024-10-18,0.96001,1.030589,ev_product_nav_SP0004_20
SP0004,2024-10-25,0.974186,1.025101,ev_product_nav_SP0004_21
SP0004,2024-11-01,0.959134,1.036841,ev_product_nav_SP0004_22
SP0004,2024-11-08,0.957472,1.059968,ev_product_nav_SP0004_23
SP0004,2024-11-15,0.977306,1.057076,ev_product_nav_SP0004_24
SP0004,2024-11-22,0.967501,1.04464,ev_product_nav_SP0004_25
SP0004,2024-11-29,0.980494,1.037138,ev_product_nav_SP0004_26
SP0004,2024-12-06,0.967257,1.022851,ev_product_nav_SP0004_27
SP0004,2024-12-13,0.96951,1.018427,ev_product_nav_SP0004_28
SP0004,2024-12-20,0.983078,1.034292,ev_product_nav_SP0004_29
SP0004,2024-12-27,1.001066,1.052178,ev_product_nav_SP0004_30
SP0004,2025-01-03,1.011185,1.035031,ev_product_nav_SP0004_31
SP0005,2024-01-26,0.998597,1.0,ev_product_nav_SP0005_01
SP0005,2024-02-02,1.004469,0.994605,ev_product_nav_SP0005_02
SP0005,2024-02-09,1.017401,0.965116,ev_product_nav_SP0005_03
SP0005,2024-02-16,1.051951,0.96504,ev_product_nav_SP0005_04
SP0005,2024-02-23,1.044937,0.982383,ev_product_nav_SP0005_05
SP0005,2024-03-01,1.00875,0.991964,ev_product_nav_SP0005_06
SP0005,2024-03-08,0.994709,1.013704,ev_product_nav_SP0005_07
SP0005,2024-03-15,0.967578,1.013831,ev_product_nav_SP0005_08
SP0005,2024-03-22,0.911746,1.000598,ev_product_nav_SP0005_09
SP0005,2024-03-29,0.932729,1.029466,ev_product_nav_SP0005_10
SP0005,2024-04-05,0.969464,1.005489,ev_product_nav_SP0005_11
SP0005,2024-04-12,0.971709,1.005598,ev_product_nav_SP0005_12
SP0005,2024-04-19,0.993915,0.986995,ev_product_nav_SP0005_13
SP0005,2024-04-26,1.008899,1.000343,ev_product_nav_SP0005_14
SP0005,2024-05-03,1.023199,0.970556,ev_product_nav_SP0005_15
SP0005,2024-05-10,0.989197,0.95704,ev_product_nav_SP0005_16
SP0005,2024-05-17,1.017331,0.954567,ev_product_nav_SP0005_17
SP0005,2024-05-24,1.016524,0.955289,ev_product_nav_SP0005_18
SP0005,2024-05-31,0.928144,0.94014,ev_product_nav_SP0005_19
SP0005,2024-06-07,0.95378,0.914935,ev_product_nav_SP0005_20
SP0005,2024-06-14,0.967209,0.913221,ev_product_nav_SP0005_21
SP0005,2024-06-21,0.955009,0.928221,ev_product_nav_SP0005_22
SP0005,2024-06-28,0.989994,0.926403,ev_product_nav_SP0005_23
SP0005,2024-07-05,1.010928,0.91748,ev_product_nav_SP0005_24
SP0005,2024-07-12,1.017148,0.932331,ev_product_nav_SP0005_25
SP0005,2024-07-19,1.015004,0.950873,ev_product_nav_SP0005_26
SP0005,2024-07-26,0.992692,0.908605,ev_product_nav_SP0005_27
SP0005,2024-08-02,1.04717,0.911507,ev_product_nav_SP0005_28
SP0005,2024-08-09,1.059279,0.908666,ev_product_nav_SP0005_29
SP0005,2024-08-16,1.054327,0.936305,ev_product_nav_SP0005_30
SP0005,2024-08-23,1.042199,0.910265,ev_product_nav_SP0005_31
SP0005,2024-08-30,1.003377,0.889155,ev_product_nav_SP0005_32
SP0005,2024-09-06,0.972654,0.893449,ev_product_nav_SP0005_33
SP0005,2024-09-13,0.96578,0.883587,ev_product_nav_SP0005_34
SP0005,2024-09-20,0.907361,0.869809,ev_product_nav_SP0005_35
SP0005,2024-09-27,0.954628,0.870054,ev_product_nav_SP0005_36
SP0005,2024-10-04,0.955591,0.852544,ev_product_nav_SP0005_37
SP0005,2024-10-11,0.951424,0.826443,ev_product_nav_SP0005_38
SP0005,2024-10-18,1.006773,0.830918,ev_product_nav_SP0005_39
SP0005,2024-10-25,0.987614,0.789718,ev_product_nav_SP0005_40
SP0005,2024-11-01,1.031665,0.79333,ev_product_nav_SP0005_41
SP0005,2024-11-08,1.0399,0.808424,ev_product_nav_SP0005_42
SP0005,2024-11-15,1.007123,0.830368,ev_product_nav_SP0005_43
SP0005,2024-11-22,1.04859,0.842461,ev_product_nav_SP0005_44
SP0005,2024-11-29,1.053668,0.833254,ev_product_nav_SP0005_45
SP0005,2024-12-06,1.0385,0.841508,ev_product_nav_SP0005_46
SP0005,2024-12-13,1.064793,0.828297,ev_product_nav_SP0005_47
SP0005,2024-12-20,1.061669,0.814988,ev_product_nav_SP0005_48
SP0005,2024-12-27,1.090685,0.814728,ev_product_nav_SP0005_49
SP0005,2025-01-03,1.114903,0.799971,ev_product_nav_SP0005_50
SP0006,2024-01-12,1.003134,1.0,ev_product_nav_SP0006_01
SP0006,2024-01-19,1.005673,1.001423,ev_product_nav_SP0006_02
SP0006,2024-01-26,0.977134,0.998548,ev_product_nav_SP0006_03
SP0006,2024-02-02,0.961089,0.998421,ev_product_nav_SP0006_04
SP0006,2024-02-09,0.948526,1.00092,ev_product_nav_SP0006_05
SP0006,2024-02-16,0.943383,1.006206,ev_product_nav_SP0006_06
SP0006,2024-02-23,0.955744,1.005651,ev_product_nav_SP0006_07
SP0006,2024-03-01,0.946956,1.012459,ev_product_nav_SP0006_08
SP0006,2024-03-08,0.93338,1.006809,ev_product_nav_SP0006_09
SP0006,2024-03-15,0.93764,1.010047,ev_product_nav_SP0006_10
SP0006,2024-03-22,0.925846,1.008105,ev_product_nav_SP0006_11
SP0006,2024-03-29,0.943565,1.00259,ev_product_nav_SP0006_12
SP0006,2024-04-05,0.929717,1.008249,ev_product_nav_SP0006_13
SP0006,2024-04-12,0.927848,0.993168,ev_product_nav_SP0006_14
SP0006,2024-04-19,0.923457,0.996163,ev_product_nav_SP0006_15
SP0006,2024-04-26,0.917992,0.989439,ev_product_nav_SP0006_16
SP0006,2024-05-03,0.916997,0.985253,ev_product_nav_SP0006_17
SP0006,2024-05-10,0.929663,0.970253,ev_product_nav_SP0006_18
SP0006,2024-05-17,0.938622,0.96703,ev_product_nav_SP0006_19
SP0006,2024-05-24,0.951832,0.966311,ev_product_nav_SP0006_20
SP0006,2024-05-31,0.958506,0.967041,ev_product_nav_SP0006_21
SP0006,2024-06-07,0.950458,0.959724,ev_product_nav_SP0006_22
SP0006,2024-06-14,0.956347,0.963962,ev_product_nav_SP0006_23
SP0006,2024-06-21,0.941793,0.963323,ev_product_nav_SP0006_24
SP0006,2024-06-28,0.935943,0.966717,ev_product_nav_SP0006_25
SP0006,2024-07-05,0.942291,0.962343,ev_product_nav_SP0006_26
SP0006,2024-07-12,0.949011,0.965267,ev_product_nav_SP0006_27
SP0006,2024-07-19,0.972162,0.977544,ev_product_nav_SP0006_28
SP0006,2024-07-26,0.988512,0.968494,ev_product_nav_SP0006_29
SP0006,2024-08-02,0.978537,0.965322,ev_product_nav_SP0006_30
SP0006,2024-08-09,0.972132,0.973966,ev_product_nav_SP0006_31
SP0006,2024-08-16,0.948845,0.954778,ev_product_nav_SP0006_32
SP0006,2024-08-23,0.944589,0.961588,ev_product_nav_SP0006_33
SP0006,2024-08-30,0.945437,0.96233,ev_product_nav_SP0006_34
SP0006,2024-09-06,0.957245,0.953764,ev_product_nav_SP0006_35
SP0006,2024-09-13,0.946387,0.940471,ev_product_nav_SP0006_36
SP0006,2024-09-20,0.954515,0.926196,ev_product_nav_SP0006_37
SP0006,2024-09-27,0.954935,0.912919,ev_product_nav_SP0006_38
SP0006,2024-10-04,0.929867,0.922501,ev_product_nav_SP0006_39
SP0006,2024-10-11,0.930496,0.924913,ev_product_nav_SP0006_40
SP0006,2024-10-18,0.925266,0.928518,ev_product_nav_SP0006_41
SP0006,2024-10-25,0.939817,0.928141,ev_product_nav_SP0006_42
SP0006,2024-11-01,0.935225,0.924265,ev_product_nav_SP0006_43
SP0006,2024-11-08,0.937331,0.916083,ev_product_nav_SP0006_44
SP0006,2024-11-15,0.93471,0.910514,ev_product_nav_SP0006_45
SP0006,2024-11-22,0.929373,0.910008,ev_product_nav_SP0006_46
SP0006,2024-11-29,0.918819,0.908746,ev_product_nav_SP0006_47
SP0006,2024-12-06,0.941051,0.9157,ev_product_nav_SP0006_48
SP0006,2024-12-13,0.937528,0.914621,ev_product_nav_SP0006_49
SP0006,2024-12-20,0.943598,0.924401,ev_product_nav_SP0006_50
SP0006,2024-12-27,0.948226,0.930025,ev_product_nav_SP0006_51
SP0006,2025-01-03,0.936018,0.940391,ev_product_nav_SP0006_52
SP0007,2024-02-16,0.997208,1.0,ev_product_nav_SP0007_01
SP0007,2024-02-23,0.992222,1.004773,ev_product_nav_SP0007_02
SP0007,2024-03-01,0.979804,1.003979,ev_product_nav_SP0007_03
SP0007,2024-03-08,0.940133,0.992437,ev_product_nav_SP0007_04
SP0007,2024-03-15,0.966223,0.977475,ev_product_nav_SP0007_05
SP0007,2024-03-22,0.969836,0.979699,ev_product_nav_SP0007_06
SP0007,2024-03-29,0.943336,0.980927,ev_product_nav_SP0007_07
SP0007,2024-04-05,0.949661,0.981273,ev_product_nav_SP0007_08
SP0007,2024-04-12,0.934122,0.976832,ev_product_nav_SP0007_09
SP0007,2024-04-19,0.935704,0.980875,ev_product_nav_SP0007_10
SP0007,2024-04-26,0.923723,0.9762,ev_product_nav_SP0007_11
SP0007,2024-05-03,0.906484,0.986961,ev_product_nav_SP0007_12
SP0007,2024-05-10,0.912951,0.983558,ev_product_nav_SP0007_13
SP0007,2024-05-17,0.906627,0.981227,ev_product_nav_SP0007_14
SP0007,2024-05-24,0.893431,0.979178,ev_product_nav_SP0007_15
SP0007,2024-05-31,0.886317,0.993199,ev_product_nav_SP0007_16
SP0007,2024-06-07,0.913303,0.990222,ev_product_nav_SP0007_17
SP0007,2024-06-14,0.888086,0.994334,ev_product_nav_SP0007_18
SP0007,2024-06-21,0.903871,0.999622,ev_product_nav_SP0007_19
SP0007,2024-06-28,0.907571,1.016272,ev_product_nav_SP0007_20
SP0007,2024-07-05,0.906946,1.020797,ev_product_nav_SP0007_21
SP0007,2024-07-12,0.916112,1.022437,ev_product_nav_SP0007_22
SP0007,2024-07-19,0.939377,1.020901,ev_product_nav_SP0007_23
SP0007,2024-07-26,0.921259,1.014301,ev_product_nav_SP0007_24
SP0007,2024-08-02,0.902118,1.019,ev_product_nav_SP0007_25
SP0007,2024-08-09,0.902122,1.024882,ev_product_nav_SP0007_26
SP0007,2024-08-16,0.91366,1.004296,ev_product_nav_SP0007_27
SP0007,2024-08-23,0.930413,1.007204,ev_product_nav_SP0007_28
SP0007,2024-08-30,0.947723,1.006761,ev_product_nav_SP0007_29
SP0007,2024-09-06,0.908921,0.986118,ev_product_nav_SP0007_30
SP0007,2024-09-13,0.908905,0.977977,ev_product_nav_SP0007_31
SP0007,2024-09-20,0.911347,0.956148,ev_product_nav_SP0007_32
SP0007,2024-09-27,0.90998,0.937698,ev_product_nav_SP0007_33
SP0007,2024-10-04,0.923216,0.935811,ev_product_nav_SP0007_34
SP0007,2024-10-11,0.928946,0.939867,ev_product_nav_SP0007_35
SP0007,2024-10-18,0.944158,0.940733,ev_product_nav_SP0007_36
SP0007,2024-10-25,0.917709,0.960574,ev_product_nav_SP0007_37
SP0007,2024-11-01,0.935859,0.952495,ev_product_nav_SP0007_38
SP0007,2024-11-08,0.908484,0.965381,ev_product_nav_SP0007_39
SP0007,2024-11-15,0.904888,0.941985,ev_product_nav_SP0007_40
SP0007,2024-11-22,0.942863,0.959978,ev_product_nav_SP0007_41
SP0007,2024-11-29,0.941326,0.955588,ev_product_nav_SP0007_42
SP0007,2024-12-06,0.941443,0.945666,ev_product_nav_SP0007_43
SP0007,2024-12-13,0.919033,0.937711,ev_product_nav_SP0007_44
SP0007,2024-12-20,0.924989,0.943802,ev_product_nav_SP0007_45
SP0007,2024-12-27,0.947886,0.949433,ev_product_nav_SP0007_46
SP0007,2025-01-03,0.941989,0.955535,ev_product_nav_SP0007_47
SP0008,2024-05-31,0.994651,1.0,ev_product_nav_SP0008_01
SP0008,2024-06-07,1.005346,0.976405,ev_product_nav_SP0008_02
SP0008,2024-06-14,1.000765,0.996162,ev_product_nav_SP0008_03
SP0008,2024-06-21,0.994673,0.992417,ev_product_nav_SP0008_04
SP0008,2024-06-28,1.029586,0.983527,ev_product_nav_SP0008_05
SP0008,2024-07-05,0.984306,0.999705,ev_product_nav_SP0008_06
SP0008,2024-07-12,0.983473,1.042855,ev_product_nav_SP0008_07
SP0008,2024-07-19,1.017834,1.031899,ev_product_nav_SP0008_08
SP0008,2024-07-26,1.066721,1.02483,ev_product_nav_SP0008_09
SP0008,2024-08-02,1.037372,1.020762,ev_product_nav_SP0008_10
SP0008,2024-08-09,1.005852,1.001018,ev_product_nav_SP0008_11
SP0008,2024-08-16,0.995644,1.026314,ev_product_nav_SP0008_12
SP0008,2024-08-23,1.015487,1.031667,ev_product_nav_SP0008_13
SP0008,2024-08-30,1.001963,1.026999,ev_product_nav_SP0008_14
SP0008,2024-09-06,0.980976,1.029101,ev_product_nav_SP0008_15
SP0008,2024-09-13,0.947026,1.016578,ev_product_nav_SP0008_16
SP0008,2024-09-20,0.968465,1.026857,ev_product_nav_SP0008_17
SP0008,2024-09-27,0.98043,1.07923,ev_product_nav_SP0008_18
SP0008,2024-10-04,0.980071,1.060731,ev_product_nav_SP0008_19
SP0008,2024-10-11,0.951574,1.082954,ev_product_nav_SP0008_20
SP0008,2024-10-18,0.934483,1.133303,ev_product_nav_SP0008_21
SP0008,2024-10-25,0.869698,1.084123,ev_product_nav_SP0008_22
SP0008,2024-11-01,0.810256,1.071525,ev_product_nav_SP0008_23
SP0008,2024-11-08,0.811421,1.063068,ev_product_nav_SP0008_24
SP0008,2024-11-15,0.83581,1.088759,ev_product_nav_SP0008_25
SP0008,2024-11-22,0.825655,1.081727,ev_product_nav_SP0008_26
SP0008,2024-11-29,0.848455,1.102129,ev_product_nav_SP0008_27
SP0008,2024-12-06,0.854824,1.059684,ev_product_nav_SP0008_28
SP0008,2024-12-13,0.838204,1.063405,ev_product_nav_SP0008_29
SP0008,2024-12-20,0.838667,1.055977,ev_product_nav_SP0008_30
SP0008,2024-12-27,0.8287,1.031496,ev_product_nav_SP0008_31
SP0008,2025-01-03,0.834896,1.081555,ev_product_nav_SP0008_32
SP0009,2024-02-09,1.005861,1.0,ev_product_nav_SP0009_01
SP0009,2024-02-16,1.000432,0.996307,ev_product_nav_SP0009_02
SP0009,2024-02-23,1.019751,0.997167,ev_product_nav_SP0009_03
SP0009,2024-03-01,0.997832,0.994263,ev_product_nav_SP0009_04
SP0009,2024-03-08,0.977802,0.979522,ev_product_nav_SP0009_05
SP0009,2024-03-15,0.99076,0.998866,ev_product_nav_SP0009_06
SP0009,2024-03-22,0.966646,1.00515,ev_product_nav_SP0009_07
SP0009,2024-03-29,0.9667,1.005568,ev_product_nav_SP0009_08
SP0009,2024-04-05,0.960986,1.006895,ev_product_nav_SP0009_09
SP0009,2024-04-12,0.984059,1.010148,ev_product_nav_SP0009_10
SP0009,2024-04-19,0.987546,1.01637,ev_product_nav_SP0009_11
SP0009,2024-04-26,0.985716,1.019225,ev_product_nav_SP0009_12
SP0009,2024-05-03,0.990746,1.028076,ev_product_nav_SP0009_13
SP0009,2024-05-10,0.964361,1.034872,ev_product_nav_SP0009_14
SP0009,2024-05-17,0.969547,1.047435,ev_product_nav_SP0009_15
SP0009,2024-05-24,0.958149,1.058305,ev_product_nav_SP0009_16
SP0009,2024-05-31,0.947321,1.043936,ev_product_nav_SP0009_17
SP0009,2024-06-07,0.936867,1.055756,ev_product_nav_SP0009_18
SP0009,2024-06-14,0.936043,1.058614,ev_product_nav_SP0009_19
SP0009,2024-06-21,0.943937,1.049326,ev_product_nav_SP0009_20
SP0009,2024-06-28,0.929668,1.046601,ev_product_nav_SP0009_21
SP0009,2024-07-05,0.923204,1.060051,ev_product_nav_SP0009_22
SP0009,2024-07-12,0.92906,1.077175,ev_product_nav_SP0009_23
SP0009,2024-07-19,0.94582,1.080797,ev_product_nav_SP0009_24
SP0009,2024-07-26,0.939908,1.076875,ev_product_nav_SP0009_25
SP0009,2024-08-02,0.955288,1.07022,ev_product_nav_SP0009_26
SP0009,2024-08-09,0.944974,1.059982,ev_product_nav_SP0009_27
SP0009,2024-08-16,0.92224,1.058585,ev_product_nav_SP0009_28
SP0009,2024-08-23,0.936935,1.063203,ev_product_nav_SP0009_29
SP0009,2024-08-30,0.944969,1.059761,ev_product_nav_SP0009_30
SP0009,2024-09-06,0.949665,1.073143,ev_product_nav_SP0009_31
SP0009,2024-09-13,0.940114,1.06474,ev_product_nav_SP0009_32
SP0009,2024-09-20,0.939904,1.079154,ev_product_nav_SP0009_33
SP0009,2024-09-27,0.953058,1.085004,ev_product_nav_SP0009_34
SP0009,2024-10-04,0.962688,1.08885,ev_product_nav_SP0009_35
SP0009,2024-10-11,0.965764,1.093048,ev_product_nav_SP0009_36
SP0009,2024-10-18,0.952024,1.093909,ev_product_nav_SP0009_37
